Review Text,Rating,Sentiment
Defective purchase! false advertising,1,NEGATIVE
Waste of money ang mirror! false advertising,2,NEGATIVE
"Sobrang laki ng serum, seller is great",5,POSITIVE
Wonderful sandals! seller is great,5,POSITIVE
Super sulit ang scissors! thank you so much,5,POSITIVE
Katamtaman lang ang quality ng purchase. decent enough,3,NEUTRAL
Moderate quality trimmer. average experience,3,NEUTRAL
Okay lang naman ang powder. okay for the price,3,NEUTRAL
Nakakadismaya ang item! defective item,2,NEGATIVE
Garbage lotion! awful experience,1,NEGATIVE
Nagsisi ako sa tablet! poor quality,2,NEGATIVE
Maganda ang design ng makeup! seller is great,5,POSITIVE
Incredible laptop! good value for money,5,POSITIVE
Ang tibay ng mirror! impressive,4,POSITIVE
Hindi gaanong special ang shampoo. okay for the price,3,NEUTRAL
The headphones is mediocre. average experience,3,NEUTRAL
Medyo okay ang order. no complaints,3,NEUTRAL
Napakahina ng shampoo! poor quality,2,NEGATIVE
Cheaply made sunscreen! don't buy,2,NEGATIVE
Delayed delivery ng mouse! very disappointed,1,NEGATIVE
Grabe ang ganda ng toy! exactly as described,5,POSITIVE
Excellent scissors! best purchase,5,POSITIVE
Love it sobra ang book! amazing service,5,POSITIVE
Katamtaman lang ang quality ng keyboard. no complaints,3,NEUTRAL
Plain soap. passable,3,NEUTRAL
Average lang ang trimmer. average experience,3,NEUTRAL
Mali ang size ng perfume! not as described,1,NEGATIVE
Fake camera! broke immediately,2,NEGATIVE
Not worth it ang necklace! slow delivery,2,NEGATIVE
Perfect ang mask! amazing service,5,POSITIVE
Worth every penny for book! exceeded expectations,5,POSITIVE
Super sulit ang shampoo! thank you so much,4,POSITIVE
Basta basta lang ang cap. it's alright,3,NEUTRAL
Average earrings. does the job,3,NEUTRAL
Not bad naman ang camera. no issues so far,3,NEUTRAL
Sobrang liit ng order! broke immediately,1,NEGATIVE
Missing parts in camera! cheaply made,1,NEGATIVE
Awful ang brush! poor quality,2,NEGATIVE
Perfect ang jacket! top quality,4,POSITIVE
Top quality laptop! no regrets,5,POSITIVE
Super sulit ang moisturizer! top quality,5,POSITIVE
Standard lang ang cap. no issues so far,3,NEUTRAL
The camera is tolerable. okay for the price,3,NEUTRAL
Medyo okay ang tablet. neither good nor bad,3,NEUTRAL
Hindi worth it ang scissors! worst purchase,1,NEGATIVE
Awful book! awful experience,2,NEGATIVE
Nagsisi ako sa shorts! very disappointed,1,NEGATIVE
Sobrang bilis ng delivery ng pants! exceeded expectations,5,POSITIVE
Exceptional package! good value for money,5,POSITIVE
Excellent ang comb! seller is great,5,POSITIVE
Normal lang ang purchase. could be better,3,NEUTRAL
The bag is mediocre. passable,3,NEUTRAL
Hindi masyadong special ang lotion. could be better,3,NEUTRAL
Napakahina ng bag! slow delivery,2,NEGATIVE
Awful foundation! not recommended,2,NEGATIVE
Sayang pera sa moisturizer! broke immediately,2,NEGATIVE
Sobrang worth it ng necklace! very happy,5,POSITIVE
Wonderful eyeshadow! amazing service,5,POSITIVE
Ang ganda ng toy! love it so much,5,POSITIVE
May ilang mali pero overall nothing extraordinary,3,NEUTRAL
The lotion is neither good nor bad. it's fine,3,NEUTRAL
Satisfactory naman ang powerbank. average experience,3,NEUTRAL
Mabilis nasira ang shirt! awful experience,1,NEGATIVE
Broken shorts! missing parts,2,NEGATIVE
Bad quality ang mouse! never again,1,NEGATIVE
Sulit na sulit ang book! good value for money,5,POSITIVE
Superb scrub! very satisfied customer,5,POSITIVE
Ang ganda ng phone case! amazing service,5,POSITIVE
Basta basta lang ang mask. it's alright,3,NEUTRAL
Standard lipstick. meets basic needs,3,NEUTRAL
Standard lang ang quality ng shoes. meets basic needs,3,NEUTRAL
Bulok ang wallet! broke immediately,2,NEGATIVE
Disappointing book! total disaster,2,NEGATIVE
Wrong item ang serum! not as described,1,NEGATIVE
Sobrang bilis ng delivery ng shorts! will buy again,5,POSITIVE
Highly recommend this watch! top quality,5,POSITIVE
Ang ganda ng serum! thank you so much,5,POSITIVE
Hindi ko maintindihan ang earrings pero it's alright,3,NEUTRAL
Nothing special about serum. average experience,3,NEUTRAL
Tolerable ang laptop. fair enough,3,NEUTRAL
Palpak ang mirror! false advertising,1,NEGATIVE
Wrong size lipstick! poor quality,2,NEGATIVE
Sayang pera sa mask! slow delivery,2,NEGATIVE
"Sobrang laki ng makeup, definitely worth it",5,POSITIVE
Excellent mouse! exceeded expectations,5,POSITIVE
Fast delivery and maganda ang dress! highly recommended,5,POSITIVE
Hindi gaanong special ang sunscreen. meets basic needs,3,NEUTRAL
The speaker is satisfactory. as expected,3,NEUTRAL
Nothing special sa foundation. no issues so far,3,NEUTRAL
Fake yata ang blush! missing parts,1,NEGATIVE
Fake shirt! never again,1,NEGATIVE
Nagsisi ako sa mask! not as described,1,NEGATIVE
Wow! Ang ganda ng package! fast shipping,5,POSITIVE
Highly recommend this laptop! will buy again,5,POSITIVE
Perfect size ng jacket! exactly as described,5,POSITIVE
Pwede na ang sandals. decent enough,3,NEUTRAL
The phone case is neither good nor bad. no complaints,3,NEUTRAL
May konting issue pero okay pa rin ang delivery. no complaints,3,NEUTRAL
Sobrang pangit ng shirt! false advertising,1,NEGATIVE
Disappointing package! don't buy,1,NEGATIVE
Poor quality ng moisturizer! seller didn't respond,2,NEGATIVE
"Ang husay ng mouse, will buy again",4,POSITIVE
Top quality wallet! seller is great,5,POSITIVE
Sobrang satisfied sa product! top quality,5,POSITIVE
Pwede pang pagtyagaan ang scrub. it's fine,3,NEUTRAL
Standard dress. does the job,3,NEUTRAL
Nothing special sa bracelet. passable,3,NEUTRAL
Nakakadismaya ang wallet! never again,1,NEGATIVE
Disappointing mirror! damaged on arrival,1,NEGATIVE
Sobrang pangit ng shirt! very disappointed,2,NEGATIVE
Ang ganda ng kulay ng mouse! 5 stars,4,POSITIVE
Love this shampoo! exceeded expectations,5,POSITIVE
Top notch ang quality ng pants! love it so much,5,POSITIVE
Pwede pang pagtyagaan ang package. tolerable,3,NEUTRAL
The powder is just fine. tolerable,3,NEUTRAL
Plain lang ang dress. standard item,3,NEUTRAL
Sobrang laki ng problema sa serum! worst purchase,1,NEGATIVE
Fake necklace! missing parts,1,NEGATIVE
Sobrang pangit ng jacket! worst purchase,2,NEGATIVE
Satisfied ako sa scissors! amazing service,5,POSITIVE
Top quality blush! love it so much,5,POSITIVE
Worth it talaga ang laptop! amazing service,4,POSITIVE
Hindi ako sure sa wallet. no complaints,3,NEUTRAL
The bracelet is acceptable. okay for the price,3,NEUTRAL
Okay lang naman ang speaker. could be better,3,NEUTRAL
Hindi ko inexpect na ganito ang scissors! wrong item sent,1,NEGATIVE
Fake makeup! awful experience,2,NEGATIVE
Horrible experience sa lipstick! wrong item sent,2,NEGATIVE
Perfect ang trimmer! amazing service,5,POSITIVE
Love this belt! fast shipping,5,POSITIVE
Best quality ang pants! very satisfied customer,4,POSITIVE
Ayos lang ang dress. it works,3,NEUTRAL
The powder is mediocre. it works,3,NEUTRAL
So-so lang ang sunscreen. could be better,3,NEUTRAL
Sobrang pangit ng blush! false advertising,1,NEGATIVE
Cheaply made powerbank! false advertising,2,NEGATIVE
Very disappointing ang blush! not recommended,2,NEGATIVE
Maganda ang design ng earrings! fast shipping,4,POSITIVE
Wonderful lotion! 5 stars,4,POSITIVE
Super sulit ang book! highly recommended,5,POSITIVE
Normal lang ang dress. it works,3,NEUTRAL
Not bad toner. no issues so far,3,NEUTRAL
Decent naman ang moisturizer. moderate satisfaction,3,NEUTRAL
Nagsisisi ako sa pagbili ng lipstick! not recommended,2,NEGATIVE
Poor quality book! broke immediately,1,NEGATIVE
Terrible ang book! defective item,1,NEGATIVE
Sulit na sulit ang laptop! top quality,5,POSITIVE
Fantastic toy! exactly as described,5,POSITIVE
Grabe ang ganda ng powerbank! good value for money,4,POSITIVE
Hindi gaanong special ang camera. it's fine,3,NEUTRAL
The shirt is adequate. could be better,3,NEUTRAL
May konting issue pero okay pa rin ang book. acceptable quality,3,NEUTRAL
Mabilis nasira ang book! don't buy,1,NEGATIVE
Awful toy! poor quality,1,NEGATIVE
Cheaply made ang lipstick! awful experience,2,NEGATIVE
Ang ganda ng kulay ng cap! perfect quality,5,POSITIVE
Outstanding dress! definitely worth it,5,POSITIVE
Highly recommended ang camera! seller is great,5,POSITIVE
Basta basta lang ang shampoo. it's fine,3,NEUTRAL
The serum is just fine. standard item,3,NEUTRAL
Plain lang ang wallet. standard item,3,NEUTRAL
Hindi umabot sa expectations ang powder! seller didn't respond,1,NEGATIVE
Regret buying powder! false advertising,2,NEGATIVE
Sobrang disappointed ako sa scrub! poor quality,2,NEGATIVE
Wow! Ang ganda ng scissors! better than expected,5,POSITIVE
Impressive cleanser! fast shipping,5,POSITIVE
Very nice ang perfume! seller is great,4,POSITIVE
Standard lang ang laptop. as expected,3,NEUTRAL
The bracelet is passable. fair enough,3,NEUTRAL
Acceptable ang shirt. moderate satisfaction,3,NEUTRAL
Sobrang laki ng problema sa belt! slow delivery,1,NEGATIVE
Worst perfume ever! defective item,2,NEGATIVE
Wrong item ang shampoo! false advertising,1,NEGATIVE
Grabe ang ganda ng powder! exceeded expectations,4,POSITIVE
Excellent moisturizer! no regrets,4,POSITIVE
Wonderful ang mirror! exactly as described,5,POSITIVE
Normal lang ang slippers. tolerable,3,NEUTRAL
Plain shorts. as expected,3,NEUTRAL
So-so lang ang earrings. moderate satisfaction,3,NEUTRAL
Hindi maganda ang serum! never again,1,NEGATIVE
Terrible watch! cheaply made,2,NEGATIVE
Broken ang comb pagdating! regret buying,1,NEGATIVE
Ang tibay ng blush! amazing service,5,POSITIVE
Brilliant purchase! best purchase,5,POSITIVE
Top notch ang quality ng powder! amazing service,5,POSITIVE
So-so lang ang bracelet. standard item,3,NEUTRAL
So-so scrub. it works,3,NEUTRAL
May konting issue pero okay pa rin ang charger. acceptable quality,3,NEUTRAL
Palpak ang pants! don't buy,1,NEGATIVE
Broken purchase! wrong item sent,2,NEGATIVE
Nagsisi ako sa scissors! cheaply made,2,NEGATIVE
Ang gaan ng purchase! better than expected,5,POSITIVE
Exceptional pants! very satisfied customer,5,POSITIVE
Wonderful ang serum! thank you so much,5,POSITIVE
Average ang scrub. decent enough,3,NEUTRAL
Not bad scissors. passable,3,NEUTRAL
Pwede na ang scissors. as expected,3,NEUTRAL
Nakakadismaya ang delivery! worst purchase,2,NEGATIVE
Fake foundation! wrong item sent,1,NEGATIVE
Hindi sulit ang necklace! missing parts,1,NEGATIVE
Sobrang bilis ng delivery ng dress! fast shipping,5,POSITIVE
Great quality soap! top quality,5,POSITIVE
Love it sobra ang brush! best purchase,5,POSITIVE
Pwede na ang sunscreen. standard item,3,NEUTRAL
Standard shorts. decent enough,3,NEUTRAL
Average lang ang cap. passable,3,NEUTRAL
Nakakadismaya ang moisturizer! not as described,2,NEGATIVE
Regret buying delivery! poor quality,1,NEGATIVE
Delayed delivery ng bag! waste of money,1,NEGATIVE
Grabe ang ganda ng slippers! impressive,4,POSITIVE
Exceptional pants! exactly as described,5,POSITIVE
Love it sobra ang moisturizer! better than expected,5,POSITIVE
Hindi ako sure sa powerbank. passable,3,NEUTRAL
Reasonable lipstick. it's alright,3,NEUTRAL
Pwede na ang lipstick. okay for the price,3,NEUTRAL
Fake yata ang bag! damaged on arrival,2,NEGATIVE
Delayed delivery of makeup! wrong item sent,1,NEGATIVE
Nagsisi ako sa shirt! not recommended,1,NEGATIVE
"Sobrang laki ng makeup, very happy",5,POSITIVE
Best cleanser ever! no regrets,5,POSITIVE
Super satisfied ako sa toy! very happy,4,POSITIVE
Sakto lang ang product. meets basic needs,3,NEUTRAL
The camera is okay. nothing extraordinary,3,NEUTRAL
Satisfactory naman ang delivery. could be better,3,NEUTRAL
Fake yata ang earrings! awful experience,1,NEGATIVE
Poor quality toy! poor quality,2,NEGATIVE
Terrible ang pants! defective item,1,NEGATIVE
Perfect ang eyeshadow! fast shipping,5,POSITIVE
Incredible book! love it so much,4,POSITIVE
Fast delivery and maganda ang watch! top quality,5,POSITIVE
Pwede pang pagtyagaan ang sunscreen. fair enough,3,NEUTRAL
Decent powder. acceptable quality,3,NEUTRAL
So-so lang ang cleanser. no complaints,3,NEUTRAL
Palpak ang eyeshadow! not recommended,2,NEGATIVE
Cheaply made soap! slow delivery,2,NEGATIVE
Delayed delivery ng headphones! worst purchase,1,NEGATIVE
Sobrang ayos ng laptop! impressive,4,POSITIVE
Fast delivery and great necklace! no regrets,5,POSITIVE
Highly recommended ang wallet! exceeded expectations,5,POSITIVE
Katamtaman lang ang quality ng serum. no complaints,3,NEUTRAL
The necklace is neither good nor bad. could be better,3,NEUTRAL
Tolerable ang package. it works,3,NEUTRAL
Palpak ang item! regret buying,2,NEGATIVE
Not worth it bag! very disappointed,1,NEGATIVE
Very disappointing ang bracelet! never again,2,NEGATIVE
Wow! Ang ganda ng bag! best purchase,5,POSITIVE
Exceptional shorts! 5 stars,5,POSITIVE
Super satisfied ako sa keyboard! best purchase,5,POSITIVE
Sakto lang ang belt. passable,3,NEUTRAL
The powerbank is satisfactory. does the job,3,NEUTRAL
Not bad naman ang keyboard. passable,3,NEUTRAL
Bulok ang bracelet! regret buying,1,NEGATIVE
Not worth it blush! cheaply made,2,NEGATIVE
Not worth it ang shirt! damaged on arrival,1,NEGATIVE
Satisfied ako sa trimmer! seller is great,5,POSITIVE
Wonderful product! good value for money,5,POSITIVE
Perfect size ng serum! thank you so much,5,POSITIVE
Hindi gaanong special ang sandals. moderate satisfaction,3,NEUTRAL
Not bad comb. no issues so far,3,NEUTRAL
Not bad naman ang mouse. passable,3,NEUTRAL
Hindi umabot sa expectations ang shampoo! worst purchase,1,NEGATIVE
Damaged tablet! false advertising,2,NEGATIVE
Not worth it ang serum! total disaster,2,NEGATIVE
"Ang husay ng watch, no regrets",5,POSITIVE
Fast delivery and great order! best purchase,5,POSITIVE
Super satisfied ako sa product! love it so much,5,POSITIVE
Hindi masama ang mouse. average experience,3,NEUTRAL
The toy is acceptable. as expected,3,NEUTRAL
Basta basta lang ang watch. average experience,3,NEUTRAL
Mali ang size ng dress! waste of money,1,NEGATIVE
Missing parts in monitor! defective item,1,NEGATIVE
Sayang pera sa trimmer! missing parts,2,NEGATIVE
Grabe ang ganda ng comb! exceeded expectations,4,POSITIVE
Incredible slippers! 5 stars,5,POSITIVE
Ang ganda ng serum! no regrets,4,POSITIVE
Hindi masama ang shirt. does the job,3,NEUTRAL
Average speaker. passable,3,NEUTRAL
Medyo okay ang bracelet. passable,3,NEUTRAL
Palpak ang blush! worst purchase,2,NEGATIVE
Not worth it lotion! awful experience,1,NEGATIVE
Broken ang keyboard pagdating! cheaply made,1,NEGATIVE
Ang galing talaga ng cleanser! will buy again,5,POSITIVE
Perfect makeup! seller is great,5,POSITIVE
Perfect size ng book! best purchase,5,POSITIVE
Hindi gaanong special ang comb. meets basic needs,3,NEUTRAL
The jacket meets expectations. okay for the price,3,NEUTRAL
Tolerable ang mirror. acceptable quality,3,NEUTRAL
Bulok ang trimmer! seller didn't respond,1,NEGATIVE
Damaged sandals! very disappointed,1,NEGATIVE
Waste of money ang delivery! slow delivery,1,NEGATIVE
"Sobrang laki ng laptop, very happy",4,POSITIVE
Highly recommend this shorts! top quality,4,POSITIVE
Wonderful ang scissors! exceeded expectations,5,POSITIVE
Average ang cleanser. okay for the price,3,NEUTRAL
The mask is satisfactory. it's alright,3,NEUTRAL
Okay lang naman ang perfume. no complaints,3,NEUTRAL
Hindi maganda ang eyeshadow! waste of money,1,NEGATIVE
Terrible dress! defective item,2,NEGATIVE
Wrong item ang soap! missing parts,1,NEGATIVE
Grabe ang ganda ng blush! fast shipping,5,POSITIVE
Beautiful laptop! definitely worth it,5,POSITIVE
Worth it talaga ang cleanser! perfect quality,5,POSITIVE
May konting problema ang eyeshadow pero decent enough,3,NEUTRAL
Standard mouse. could be better,3,NEUTRAL
Okay lang naman ang shirt. tolerable,3,NEUTRAL
Nakakadismaya ang product! very disappointed,1,NEGATIVE
Useless monitor! awful experience,1,NEGATIVE
Wrong item ang comb! very disappointed,2,NEGATIVE
Hindi ako nagsisisi sa pagbili ng monitor! seller is great,4,POSITIVE
Fantastic bag! 5 stars,5,POSITIVE
Top notch ang quality ng slippers! top quality,5,POSITIVE
Hindi ko maintindihan ang toner pero it's alright,3,NEUTRAL
Plain dress. acceptable quality,3,NEUTRAL
Normal lang ang item. average experience,3,NEUTRAL
Basura ang mirror! cheaply made,2,NEGATIVE
Broken pants! worst purchase,1,NEGATIVE
Fake yata ang laptop! not as described,2,NEGATIVE
Sobrang ayos ng makeup! very happy,5,POSITIVE
Great quality package! definitely worth it,5,POSITIVE
Love it sobra ang mirror! perfect quality,5,POSITIVE
Hindi ko maintindihan ang blush pero okay for the price,3,NEUTRAL
Nothing special about product. moderate satisfaction,3,NEUTRAL
Nothing special sa trimmer. it's alright,3,NEUTRAL
Mabilis nasira ang lipstick! damaged on arrival,2,NEGATIVE
Disappointing speaker! missing parts,2,NEGATIVE
Cheaply made ang moisturizer! slow delivery,2,NEGATIVE
Maganda ang design ng serum! impressive,5,POSITIVE
Love this comb! best purchase,4,POSITIVE
Amazing quality ng mouse! exactly as described,5,POSITIVE
Sakto lang ang belt. okay for the price,3,NEUTRAL
The tablet is acceptable. neither good nor bad,3,NEUTRAL
Fair enough ang scissors. as expected,3,NEUTRAL
Hindi ko inexpect na ganito ang shampoo! awful experience,1,NEGATIVE
Useless tablet! defective item,1,NEGATIVE
Poor quality ng trimmer! false advertising,2,NEGATIVE
Ang gaan ng jacket! definitely worth it,4,POSITIVE
Great quality purchase! definitely worth it,4,POSITIVE
Ang tibay ng scissors! better than expected,4,POSITIVE
Average ang package. passable,3,NEUTRAL
The perfume meets expectations. does the job,3,NEUTRAL
May konting issue pero okay pa rin ang lipstick. neither good nor bad,3,NEUTRAL
Bulok ang camera! damaged on arrival,1,NEGATIVE
Poor quality tablet! very disappointed,2,NEGATIVE
Delayed delivery ng mask! total disaster,1,NEGATIVE
Ang tibay ng comb! exactly as described,5,POSITIVE
Great quality slippers! thank you so much,4,POSITIVE
Super sulit ang perfume! perfect quality,5,POSITIVE
Standard lang ang lipstick. no issues so far,3,NEUTRAL
The makeup is neither good nor bad. passable,3,NEUTRAL
Acceptable ang charger. does the job,3,NEUTRAL
Fake yata ang wallet! waste of money,2,NEGATIVE
Garbage order! not as described,2,NEGATIVE
Sobrang pangit ng makeup! seller didn't respond,2,NEGATIVE
Hindi ako nagsisisi sa pagbili ng shorts! thank you so much,4,POSITIVE
Top quality product! perfect quality,5,POSITIVE
Fast delivery and maganda ang blush! thank you so much,4,POSITIVE
Hindi masama ang soap. acceptable quality,3,NEUTRAL
The product is passable. average experience,3,NEUTRAL
Moderate quality ang mouse. no issues so far,3,NEUTRAL
Hindi umabot sa expectations ang watch! worst purchase,2,NEGATIVE
Garbage shampoo! wrong item sent,2,NEGATIVE
Bad quality ang delivery! regret buying,1,NEGATIVE
Sobrang ganda ng trimmer! exceeded expectations,5,POSITIVE
Impressive serum! definitely worth it,5,POSITIVE
Very good quality ng cleanser! 5 stars,5,POSITIVE
May konting problema ang brush pero it's alright,3,NEUTRAL
Decent necklace. decent enough,3,NEUTRAL
Standard lang ang quality ng dress. tolerable,3,NEUTRAL
Hindi worth it ang speaker! very disappointed,2,NEGATIVE
Missing parts in item! slow delivery,2,NEGATIVE
Defective ang powder! cheaply made,1,NEGATIVE
Sulit na sulit ang powerbank! very satisfied customer,5,POSITIVE
Very satisfied with charger! top quality,5,POSITIVE
Very nice ang trimmer! perfect quality,5,POSITIVE
Okay lang naman ang purchase. meets basic needs,3,NEUTRAL
The necklace is just fine. neither good nor bad,3,NEUTRAL
Satisfactory naman ang toner. no issues so far,3,NEUTRAL
Nakakadismaya ang cleanser! wrong item sent,2,NEGATIVE
Awful earrings! false advertising,1,NEGATIVE
Broken ang foundation pagdating! cheaply made,2,NEGATIVE
"Ang husay ng pants, exactly as described",5,POSITIVE
Love this toy! good value for money,4,POSITIVE
Worth it talaga ang lotion! definitely worth it,5,POSITIVE
Standard lang ang toy. nothing extraordinary,3,NEUTRAL
Average powder. passable,3,NEUTRAL
Hindi masyadong special ang item. decent enough,3,NEUTRAL
Hindi maganda ang sunscreen! cheaply made,1,NEGATIVE
Delayed delivery of scrub! wrong item sent,2,NEGATIVE
Sayang pera sa sunscreen! slow delivery,2,NEGATIVE
Swabe ng quality ng powder! no regrets,5,POSITIVE
Outstanding necklace! highly recommended,5,POSITIVE
Wonderful ang monitor! 5 stars,5,POSITIVE
Katamtaman lang ang quality ng dress. standard item,3,NEUTRAL
The powder is tolerable. as expected,3,NEUTRAL
Not bad naman ang wallet. nothing extraordinary,3,NEUTRAL
Napakahina ng brush! missing parts,2,NEGATIVE
Bad earrings! not as described,1,NEGATIVE
Broken ang delivery pagdating! don't buy,2,NEGATIVE
Swabe ng quality ng foundation! perfect quality,5,POSITIVE
Best shoes ever! very happy,4,POSITIVE
Super sulit ang toy! exactly as described,5,POSITIVE
Sakto lang ang makeup. neither good nor bad,3,NEUTRAL
The dress is okay. tolerable,3,NEUTRAL
Plain lang ang moisturizer. standard item,3,NEUTRAL
Sobrang tagal ng delivery ng speaker! waste of money,2,NEGATIVE
Bad speaker! wrong item sent,1,NEGATIVE
Damaged ang book! wrong item sent,1,NEGATIVE
Maganda ang design ng shorts! amazing service,5,POSITIVE
Excellent watch! fast shipping,4,POSITIVE
Very nice ang makeup! thank you so much,5,POSITIVE
Pwede na ang keyboard. decent enough,3,NEUTRAL
The purchase is tolerable. moderate satisfaction,3,NEUTRAL
Medyo okay ang toy. average experience,3,NEUTRAL
Napakahina ng headphones! false advertising,2,NEGATIVE
Defective keyboard! total disaster,2,NEGATIVE
Sobrang pangit ng necklace! don't buy,1,NEGATIVE
Sobrang bilis ng delivery ng necklace! best purchase,5,POSITIVE
Top quality shampoo! 5 stars,5,POSITIVE
Very good quality ng belt! better than expected,5,POSITIVE
Hindi ko maintindihan ang cleanser pero passable,3,NEUTRAL
The earrings is just fine. no complaints,3,NEUTRAL
Average performance ng belt. decent enough,3,NEUTRAL
Hindi kumpleto ang speaker! worst purchase,2,NEGATIVE
Horrible watch! awful experience,1,NEGATIVE
Wrong item ang shampoo! missing parts,2,NEGATIVE
"Ang husay ng delivery, impressive",5,POSITIVE
Love this bag! better than expected,5,POSITIVE
Worth it talaga ang laptop! thank you so much,5,POSITIVE
Sapat na ang jacket. average experience,3,NEUTRAL
Plain camera. neither good nor bad,3,NEUTRAL
Decent naman ang mask. as expected,3,NEUTRAL
Mabilis nasira ang phone case! missing parts,1,NEGATIVE
Cheaply made laptop! not as described,1,NEGATIVE
Poor quality ng serum! not recommended,2,NEGATIVE
Grabe ang ganda ng bag! seller is great,4,POSITIVE
Superb camera! fast shipping,4,POSITIVE
Wonderful ang earrings! highly recommended,5,POSITIVE
Okay lang naman ang eyeshadow. tolerable,3,NEUTRAL
The shampoo is just fine. meets basic needs,3,NEUTRAL
Satisfactory naman ang shampoo. no issues so far,3,NEUTRAL
Sobrang tagal ng delivery ng package! never again,1,NEGATIVE
Damaged powder! awful experience,2,NEGATIVE
Delayed delivery ng sunscreen! very disappointed,1,NEGATIVE
Sobrang ganda ng bag! amazing service,5,POSITIVE
Brilliant speaker! no regrets,5,POSITIVE
Best quality ang bag! very satisfied customer,5,POSITIVE
Pwede pang pagtyagaan ang order. as expected,3,NEUTRAL
Plain shampoo. moderate satisfaction,3,NEUTRAL
Satisfactory naman ang perfume. standard item,3,NEUTRAL
Sobrang tagal ng delivery ng powder! total disaster,1,NEGATIVE
Useless brush! awful experience,1,NEGATIVE
Sayang pera sa necklace! damaged on arrival,2,NEGATIVE
Masaya ako sa perfume! fast shipping,5,POSITIVE
Worth every penny for comb! perfect quality,5,POSITIVE
Ang tibay ng shorts! better than expected,5,POSITIVE
Ayos lang ang necklace. as expected,3,NEUTRAL
Average wallet. as expected,3,NEUTRAL
Basta basta lang ang laptop. fair enough,3,NEUTRAL
Nakakadismaya ang makeup! wrong item sent,1,NEGATIVE
Missing parts in blush! wrong item sent,1,NEGATIVE
Cheaply made ang shampoo! very disappointed,1,NEGATIVE
Maganda ang design ng sandals! love it so much,5,POSITIVE
Fast delivery and great toner! 5 stars,5,POSITIVE
Love it sobra ang necklace! 5 stars,5,POSITIVE
So-so lang ang sandals. no issues so far,3,NEUTRAL
The lipstick meets expectations. acceptable quality,3,NEUTRAL
Decent naman ang scrub. meets basic needs,3,NEUTRAL
Hindi ko inexpect na ganito ang sunscreen! total disaster,1,NEGATIVE
Cheaply made watch! wrong item sent,1,NEGATIVE
Terrible ang wallet! defective item,1,NEGATIVE
Sobrang worth it ng headphones! love it so much,5,POSITIVE
Perfect scrub! love it so much,5,POSITIVE
Super sulit ang belt! best purchase,5,POSITIVE
Basta basta lang ang item. no issues so far,3,NEUTRAL
The sandals is neither good nor bad. decent enough,3,NEUTRAL
Not bad naman ang perfume. as expected,3,NEUTRAL
Fake yata ang cleanser! wrong item sent,1,NEGATIVE
Delayed delivery of belt! regret buying,2,NEGATIVE
Cheaply made ang shirt! total disaster,2,NEGATIVE
Perfect ang lotion! very satisfied customer,5,POSITIVE
Best bag ever! top quality,5,POSITIVE
Excellent ang foundation! very happy,5,POSITIVE
Hindi masama ang slippers. it works,3,NEUTRAL
Not bad monitor. moderate satisfaction,3,NEUTRAL
Satisfactory naman ang soap. it's alright,3,NEUTRAL
Sayang pera sa moisturizer! total disaster,2,NEGATIVE
Disappointing charger! cheaply made,1,NEGATIVE
Not worth it ang sunscreen! awful experience,2,NEGATIVE
Satisfied ako sa mirror! very satisfied customer,5,POSITIVE
Outstanding shirt! seller is great,4,POSITIVE
Grabe ang ganda ng mouse! will buy again,4,POSITIVE
May konting problema ang watch pero decent enough,3,NEUTRAL
Decent soap. moderate satisfaction,3,NEUTRAL
So-so lang ang belt. tolerable,3,NEUTRAL
Sobrang liit ng purchase! waste of money,1,NEGATIVE
Bad monitor! broke immediately,1,NEGATIVE
Hindi sulit ang pants! not as described,1,NEGATIVE
Satisfied ako sa charger! 5 stars,5,POSITIVE
Excellent bracelet! definitely worth it,5,POSITIVE
Love it sobra ang makeup! fast shipping,5,POSITIVE
Normal lang ang monitor. could be better,3,NEUTRAL
Plain blush. neither good nor bad,3,NEUTRAL
So-so lang ang product. average experience,3,NEUTRAL
Fake yata ang necklace! not recommended,1,NEGATIVE
Garbage powder! regret buying,2,NEGATIVE
Nagsisi ako sa tablet! slow delivery,1,NEGATIVE
Ang tibay ng scissors! perfect quality,5,POSITIVE
Fantastic pants! exceeded expectations,5,POSITIVE
Great purchase ang powerbank! amazing service,4,POSITIVE
Okay lang naman ang toy. nothing extraordinary,3,NEUTRAL
The sandals is passable. decent enough,3,NEUTRAL
Satisfactory naman ang shorts. as expected,3,NEUTRAL
Napakahina ng shampoo! not as described,2,NEGATIVE
Waste of money on shorts! missing parts,1,NEGATIVE
Hindi sulit ang delivery! waste of money,2,NEGATIVE
Ang ganda ng kulay ng keyboard! seller is great,5,POSITIVE
Amazing monitor! top quality,5,POSITIVE
Top notch ang quality ng lotion! top quality,5,POSITIVE
Basta basta lang ang purchase. acceptable quality,3,NEUTRAL
Not bad powerbank. no issues so far,3,NEUTRAL
Satisfactory naman ang phone case. it works,3,NEUTRAL
Sira na pagdating ng soap! very disappointed,2,NEGATIVE
Cheaply made foundation! never again,1,NEGATIVE
Terrible ang mask! damaged on arrival,1,NEGATIVE
"Ang husay ng lipstick, no regrets",5,POSITIVE
Impressive toner! very happy,4,POSITIVE
Super sulit ang package! highly recommended,5,POSITIVE
So-so lang ang bag. acceptable quality,3,NEUTRAL
The speaker is acceptable. standard item,3,NEUTRAL
Fair enough ang phone case. neither good nor bad,3,NEUTRAL
